index,Hour,"['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_1","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_2","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_3","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_4","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_5","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_6","['sat', 'sun', 'mon', 'tue', 'wed', 'thu', 'fri']_7",Holiday,is_kul_holiday,LC_TEMP_QCL3,LC_RAININ,LC_DAILYRAIN,LC_WINDSPEED,heavy,car,bike,pedestrian
3777,9,False,True,False,False,False,False,False,0,False,15.430494377193863,3.08641975308642e-06,7.71604938271605e-06,0.1647530864197531,51.0276399717,236.0028348689,219.4188518781,7.6541459957
3851,11,False,False,False,False,True,False,False,0,False,19.010099242044724,0.0,0.0,0.496358024691358,12.8342245989,245.1336898396,245.1336898396,6.4171122995
3661,13,False,False,False,True,False,False,False,0,False,18.658387230027728,0.0,0.0,0.3044907407407407,33.5403726708,156.5217391304,301.8633540373,0.0
3822,6,False,False,False,True,False,False,False,0,False,12.304220544029594,4.6296296296296296e-06,0.0002777777777777,0.1197685185185185,38.4478462086,347.3122107512,435.742257031,24.3503025988
3724,4,False,False,False,False,False,False,True,1,False,16.598510147765605,7.71604938271605e-06,0.0046388888888888,0.049074074074074,4.0800906687,21.7604835663,21.7604835663,6.8001511145
3787,19,False,True,False,False,False,False,False,0,False,18.77957968904025,0.0,0.0041111111111111,0.3421913580246913,12.323491656,101.6688061617,269.5763799743,12.323491656
3824,8,False,False,False,True,False,False,False,0,False,14.363957639465305,1.54320987654321e-06,0.0002777777777777,0.3555864197530864,42.9850746269,200.1492537313,232.3880597015,16.1194029851
3679,7,False,False,False,False,True,False,False,0,False,11.685191525290447,0.0,0.0,0.0290895061728395,50.1070663812,170.8779443255,355.8886509636,11.5631691649
3933,21,True,False,False,False,False,False,False,0,False,16.010390171301925,0.0,2.7777777777777782e-05,0.1539197530864197,0.0,0.0,0.0,0.0
3626,2,False,False,True,False,False,False,False,0,False,9.042755117178656,0.0,0.0,0.0149845679012345,0.0,0.0,0.0,0.0
3913,1,True,False,False,False,False,False,False,0,False,12.42137481245956,0.0,0.0,0.0263117283950617,0.0,0.0,0.0,0.0
3775,7,False,True,False,False,False,False,False,0,False,12.845612047968938,0.0,0.0,0.0968518518518518,63.6492220651,236.775106082,295.3323903819,7.6379066478
3654,6,False,False,False,True,False,False,False,0,False,6.155286749082249,0.0,0.0,0.0047685185185185,53.4588917059,219.0510684535,550.2354219486,9.1271278522
3875,11,False,False,False,False,False,True,False,0,False,19.12241491651756,0.0,0.0,0.2461265432098765,12.356979405,264.9885583524,343.2494279176,0.0
3931,19,True,False,False,False,False,False,False,0,False,18.691154365953498,0.0,2.7777777777777782e-05,0.4476543209876543,12.9671319226,147.5011256191,332.2827555155,12.9671319226
3803,11,False,False,True,False,False,False,False,0,False,15.291440402532103,0.0051512345679012,0.0045277777777777,0.2353858024691358,51.0174418605,151.7441860465,170.0581395349,32.7034883721
3905,17,False,False,False,False,False,False,True,1,False,22.621226644312557,0.0,0.0,0.4634567901234567,5.1100070972,111.1426543648,265.7203690561,33.215046132
3867,3,False,False,False,False,False,True,False,0,False,15.437360732120617,0.0,0.0,0.01875,0.0,110.9589041096,12.3287671233,12.3287671233
3939,3,False,True,False,False,False,False,False,0,False,9.500580732821428,0.0,0.0,0.0094444444444444,10.4046242775,26.0115606936,20.8092485549,0.0
3811,19,False,False,True,False,False,False,False,0,False,18.005819444718266,2.006172839506173e-05,0.0228981481481481,0.4180864197530864,6.5424806906,145.5701953657,274.784189005,6.5424806906
3719,23,False,False,False,False,False,True,False,0,False,21.54965508610407,0.0,0.0,0.1904629629629629,0.0,0.0,0.0,0.0
3694,22,False,False,False,False,True,False,False,0,False,19.739622912531875,3.08641975308642e-06,9.25925925925926e-06,0.0194444444444444,0.0,0.0,0.0,0.0
3802,10,False,False,True,False,False,False,False,0,False,16.050082012668682,0.0011589506172839,0.0006157407407407,0.2736265432098765,52.6766595289,246.6809421842,335.3319057816,29.5503211991
3852,12,False,False,False,False,True,False,False,0,False,20.973549660492736,0.0,0.0,0.5191975308641975,26.7083170636,181.3354158532,305.0370948848,19.6798125732
3729,9,False,False,False,False,False,False,True,1,False,19.115473199969884,0.0,0.0046574074074074,0.0854012345679012,5.6293979672,115.4026583268,129.4761532447,7.036747459
3712,16,False,False,False,False,False,True,False,0,False,25.47276812179634,0.0,0.0,0.4476234567901234,15.5451601295,141.2018711767,388.6290032386,16.8405901403
3857,17,False,False,False,False,True,False,False,0,False,22.89791108308261,0.0,0.0,0.4405864197530864,17.9168147885,222.6804123711,436.402417348,7.6786349093
3699,3,False,False,False,False,False,True,False,0,False,17.024587529926126,0.0,0.0,0.1460030864197531,0.0,41.0646387833,13.6882129278,0.0
3762,18,True,False,False,False,False,False,False,1,False,18.53660981501981,0.0,0.0001388888888888,0.4795679012345679,12.729844413,138.7553041018,316.973125884,14.0028288543
3928,16,True,False,False,False,False,False,False,0,False,20.35927331101561,1.54320987654321e-05,4.6296296296296296e-06,0.6394135802469135,17.1303074671,163.3967789165,379.5021961933,17.1303074671
3839,23,False,False,False,True,False,False,False,0,False,15.238465415937243,0.0,6.481481481481482e-05,0.0474382716049382,0.0,0.0,0.0,0.0
3650,2,False,False,False,True,False,False,False,0,False,8.201862768529157,0.0,0.0,0.0050462962962962,0.0,0.0,0.0,0.0
3918,6,True,False,False,False,False,False,False,0,False,11.878360317848934,0.0,0.0,0.0370524691358024,49.9822000712,262.7269490922,492.1324314703,19.2239231043
3766,22,True,False,False,False,False,False,False,1,False,14.356560592165671,4.6296296296296296e-06,0.0001388888888888,0.0108796296296296,0.0,0.0,0.0,0.0
3768,0,False,True,False,False,False,False,False,0,False,12.311026381559316,0.0,2.9320987654320985e-05,0.0154166666666666,0.0,0.0,0.0,0.0
3776,8,False,True,False,False,False,False,False,0,False,14.273660502193716,0.0,0.0,0.1035493827160493,58.6609989373,195.1115834219,252.4973432519,7.651434644
3728,8,False,False,False,False,False,False,True,1,False,17.279452126806486,0.0,0.0046574074074074,0.1411419753086419,9.996528983,98.715723707,136.2027073933,9.996528983
3900,12,False,False,False,False,False,False,True,1,False,21.096931886842675,0.0,0.0,0.3205092592592592,0.0,111.6397621071,162.1070518267,6.1172472387
3751,7,True,False,False,False,False,False,False,1,False,13.290613249423302,7.87037037037037e-05,9.876543209876544e-05,0.3665586419753086,11.7689792953,66.6908826734,100.6901561932,5.2306574646
3711,15,False,False,False,False,False,True,False,0,False,24.35158426013291,0.0,0.0,0.44304012345679,8.1355932203,82.7118644068,176.2711864407,8.1355932203
3771,3,False,True,False,False,False,False,False,0,False,10.999769455514764,4.6296296296296296e-06,0.0,0.0643672839506172,12.676056338,38.0281690141,6.338028169,0.0
3676,4,False,False,False,False,True,False,False,0,False,11.130785053731117,0.0,0.0,0.0187037037037037,23.6269430052,73.3678756477,53.4715025907,1.2435233161
3667,19,False,False,False,True,False,False,False,0,False,21.120336933031123,0.0,0.0,0.2882716049382716,8.2004555809,118.9066059226,295.2164009112,2.0501138952
3828,12,False,False,False,True,False,False,False,0,False,18.047734926473574,1.234567901234568e-05,4.012345679012346e-05,0.4994753086419753,47.9087452471,176.5779467681,294.2965779468,1.3688212928
3859,19,False,False,False,False,True,False,False,0,False,22.155025964785185,0.0,0.0,0.3191049382716049,7.8431372549,190.1960784314,288.2352941176,5.8823529412
3916,4,True,False,False,False,False,False,False,0,False,11.380709105510109,0.0,0.0,0.0375308641975308,22.5705329154,72.7272727273,38.8714733542,1.2539184953
3870,6,False,False,False,False,False,True,False,0,False,16.043728580898623,0.0,0.0,0.0172839506172839,10.0348432056,91.5679442509,117.9094076655,7.5261324042
3647,23,False,False,True,False,False,False,False,0,False,11.232300167117678,0.0,2.7777777777777782e-05,0.0098611111111111,0.0,0.0,0.0,0.0
3669,21,False,False,False,True,False,False,False,0,False,18.58283945293116,3.08641975308642e-06,0.0,0.1041975308641975,0.0,0.0,0.0,0.0
3683,11,False,False,False,False,True,False,False,0,False,21.521671520621968,0.0,0.0,0.2861574074074074,32.2234156821,174.0064446831,396.992481203,10.3114930183
3681,9,False,False,False,False,True,False,False,0,False,17.02948771179577,0.0,0.0,0.1018827160493827,50.2571638501,202.3512123439,259.2211609111,7.9353416605
3634,10,False,False,True,False,False,False,False,0,False,14.859787292489871,0.0,1.851851851851852e-05,0.3214043209876543,16.9565217391,219.1304347826,292.1739130435,13.0434782609
3689,17,False,False,False,False,True,False,False,0,False,23.309700048144663,0.0,0.0,0.2495833333333333,11.3247116393,208.8780146802,454.2467668647,7.5498077595
3665,17,False,False,False,True,False,False,False,0,False,21.64348328328584,0.0,0.0,0.3158796296296296,16.9014084507,106.6088840737,501.8418201517,58.5048754063
3660,12,False,False,False,True,False,False,False,0,False,17.621293617104605,0.0,0.0,0.2492901234567901,54.5218520121,200.9519688447,277.2825616616,0.0
3800,8,False,False,True,False,False,False,False,0,False,15.490426293997464,4.6296296296296296e-06,1.851851851851852e-05,0.2224691358024691,67.6595744681,194.0425531915,182.5531914894,8.9361702128
3668,20,False,False,False,True,False,False,False,0,False,20.186323172432548,0.0,0.0,0.2293981481481481,0.0,0.0,0.0,0.0
3804,12,False,False,True,False,False,False,False,0,False,14.734644591650303,0.0049521604938271,0.0100308641975308,0.168395061728395,24.2295430393,159.4048884166,192.5611052072,17.8533475027
3840,0,False,False,False,False,True,False,False,0,False,15.164591416492158,0.0,1.0802469135802469e-05,0.0520987654320987,0.0,0.0,0.0,0.0
3872,8,False,False,False,False,False,True,False,0,False,17.257988673832884,0.0,0.0,0.2188734567901235,13.143483023,201.0952902519,261.5553121577,15.7721796276
3845,5,False,False,False,False,True,False,False,0,False,15.093604740821853,0.0,0.0,0.0520061728395061,54.6996466431,183.1802120141,221.3427561837,2.5441696113
3731,11,False,False,False,False,False,False,True,1,False,19.552592951090148,0.0106589506172839,0.0083333333333333,0.0562037037037037,10.3041144902,135.2415026834,130.0894454383,2.5760286225
3730,10,False,False,False,False,False,False,True,1,False,19.84094867271996,0.0,0.0046574074074074,0.024753086419753,11.5590438816,137.4241883696,113.0217623974,12.8433820906
3734,14,False,False,False,False,False,False,True,1,False,17.07575287138952,0.001625,0.0334783950617283,0.4064351851851852,16.5195905401,139.7811507236,151.2177903283,12.7073773385
3786,18,False,True,False,False,False,False,False,0,False,18.417332265285715,0.0005154320987654,0.0040555555555555,0.3004938271604938,8.029739777,101.7100371747,195.3903345725,24.0892193309
3921,9,True,False,False,False,False,False,False,0,False,16.460286841606266,0.0,0.0,0.2687037037037037,28.7060529177,220.5146792316,284.4508880029,6.5241029358
3693,21,False,False,False,False,True,False,False,0,False,21.153215803456234,4.6296296296296296e-06,1.54320987654321e-06,0.0457561728395061,0.0,0.0,0.0,0.0
3935,23,True,False,False,False,False,False,False,0,False,13.301695181405156,0.0,2.7777777777777782e-05,0.0259876543209876,0.0,0.0,0.0,0.0
3912,0,True,False,False,False,False,False,False,0,False,13.44789740698314,0.0,0.0,0.0110802469135802,0.0,0.0,0.0,0.0
3624,0,False,False,True,False,False,False,False,0,False,10.37857426811964,0.0,0.0,0.007145061728395,0.0,0.0,0.0,0.0
3879,15,False,False,False,False,False,True,False,0,False,23.10592105266678,0.0,0.0,0.5196296296296297,4.2925278219,91.573926868,147.3767885533,8.5850556439
3814,22,False,False,True,False,False,False,False,0,False,15.382602914326844,3.08641975308642e-06,0.022932098765432,0.256574074074074,0.0,0.0,0.0,0.0
3666,18,False,False,False,True,False,False,False,0,False,21.523777860870936,4.6296296296296296e-06,0.0,0.3137037037037037,10.2309058615,90.7992895204,223.8010657194,5.1154529307
3949,13,False,True,False,False,False,False,False,0,False,20.16813044804709,0.0,0.0,0.3170987654320987,46.8885672938,234.4428364689,312.5904486252,0.0
3885,21,False,False,False,False,False,True,False,0,False,20.46153153792976,0.0,0.0,0.1567592592592592,0.0,0.0,0.0,0.0
3756,12,True,False,False,False,False,False,False,1,False,17.855861984492005,0.0,0.0001296296296296,0.7792746913580247,8.2790341127,118.6661556152,222.1540820238,19.3177462629
3856,16,False,False,False,False,True,False,False,0,False,22.43615158505887,0.0,0.0,0.4030555555555555,19.5086705202,282.225433526,530.6358381503,20.8092485549
3637,13,False,False,True,False,False,False,False,0,False,16.91826846173847,0.0,1.851851851851852e-05,0.5490277777777778,29.8507462687,165.671641791,328.3582089552,32.8358208955
3748,4,True,False,False,False,False,False,False,1,False,14.143748894019522,4.6296296296296296e-06,4.938271604938272e-05,0.2964660493827161,1.2486992716,31.2174817898,21.2278876171,0.0
3922,10,True,False,False,False,False,False,False,0,False,17.04624440638126,0.0,0.0,0.3710648148148148,15.9362549801,210.3585657371,329.8804780876,7.96812749
3917,5,True,False,False,False,False,False,False,0,False,11.859332566807742,0.0,0.0,0.0312808641975308,41.7868448822,183.6088638762,255.7861413999,8.8638761871
3642,18,False,False,True,False,False,False,False,0,False,17.802477789582504,0.0,2.7777777777777782e-05,0.5708796296296297,14.0127388535,95.5414012739,240.7643312102,14.0127388535
3831,15,False,False,False,True,False,False,False,0,False,19.952036150561977,3.08641975308642e-06,5.092592592592593e-05,0.4241666666666667,14.7904683648,158.2580115037,352.013147083,26.6228430567
3848,8,False,False,False,False,True,False,False,0,False,16.444480890837468,0.0,0.0,0.1830864197530864,51.8847006652,256.7627494457,299.3348115299,22.6164079823
3713,17,False,False,False,False,False,True,False,0,False,25.994566600681413,0.0,0.0,0.4299845679012345,13.914265636,127.7582572031,360.5059732959,11.3843991567
3760,16,True,False,False,False,False,False,False,1,False,18.696923910176817,0.0,0.0001296296296296,0.86875,11.5097690941,204.6181172291,319.7158081705,16.6252220249
3732,12,False,False,False,False,False,False,True,1,False,17.85627900204469,0.0112962962962962,0.0233919753086419,0.1595987654320987,7.5577326802,114.6256123163,107.0678796361,5.0384884535
3838,22,False,False,False,True,False,False,False,0,False,16.530367151711538,0.0,6.481481481481482e-05,0.042037037037037,0.0,0.0,0.0,0.0
3809,17,False,False,True,False,False,False,False,0,False,16.137103999382155,0.0001527777777777,0.0228348765432098,0.1402314814814814,9.3160813309,130.4251386322,355.3419593346,11.977818854
3907,19,False,False,False,False,False,False,True,1,False,20.743339729361946,0.0,0.0,0.5243364197530864,3.3457249071,157.249070632,184.0148698885,5.0185873606
3897,9,False,False,False,False,False,False,True,1,False,16.784558639284715,0.0,0.0,0.1984413580246913,5.4237288136,145.0847457627,162.7118644068,10.8474576271
3920,8,True,False,False,False,False,False,False,0,False,15.44274777131538,0.0,0.0,0.2026234567901234,36.9230769231,213.6263736264,254.5054945055,2.6373626374
3945,9,False,True,False,False,False,False,False,0,False,15.426370207190988,0.0,0.0,0.1675154320987654,13.7983901878,274.5879647374,389.1146032963,16.5580682254
3816,0,False,False,False,True,False,False,False,0,False,14.677990875159598,3.08641975308642e-06,0.0047345679012345,0.1956327160493827,0.0,0.0,0.0,0.0
3725,5,False,False,False,False,False,False,True,1,False,16.290263326545254,0.0,0.0046388888888888,0.0218672839506172,4.9965301874,22.4843858432,22.4843858432,0.0
3785,17,False,True,False,False,False,False,False,0,False,18.954744290367504,0.0001589506172839,0.0035385802469135,0.2308024691358024,6.7924528302,112.7547169811,267.6226415094,32.6037735849
3898,10,False,False,False,False,False,False,True,1,False,18.461355673430667,0.0,0.0,0.2017283950617284,19.2239231043,153.7913848345,147.3834104664,3.8447846209
3863,23,False,False,False,False,True,False,False,0,False,18.974475152076344,0.0,0.0,0.0554475308641975,0.0,0.0,0.0,0.0
3946,10,False,True,False,False,False,False,False,0,False,16.82309871127064,0.0,0.0,0.2248611111111111,3.816254417,179.3639575972,251.8727915194,10.1766784452
3769,1,False,True,False,False,False,False,False,0,False,11.69001567658419,0.0,0.0,0.0393209876543209,0.0,0.0,0.0,0.0
3896,8,False,False,False,False,False,False,True,1,False,14.523371854500708,0.0,0.0,0.1430401234567901,5.5662930035,102.9764205644,176.7298028605,16.6988790104
3819,3,False,False,False,True,False,False,False,0,False,13.744049147245615,4.6296296296296296e-06,0.0002577160493827,0.2744135802469136,9.9037138927,19.8074277854,24.7592847318,0.0
3643,19,False,False,True,False,False,False,False,0,False,17.243036860824358,0.0,2.7777777777777782e-05,0.5343981481481482,14.4827586207,105.5172413793,347.5862068966,22.7586206897
3718,22,False,False,False,False,False,True,False,0,False,22.026029988958317,0.0,0.0,0.1187962962962963,0.0,0.0,0.0,0.0
3677,5,False,False,False,False,True,False,False,0,False,10.437774543743329,0.0,0.0,0.010895061728395,41.8015482055,107.6706544687,168.4729064039,1.266713582
3915,3,True,False,False,False,False,False,False,0,False,11.303514419951515,0.0,0.0,0.0318827160493827,4.5169385194,27.1016311167,18.0677540778,4.5169385194
3925,13,True,False,False,False,False,False,False,0,False,19.37995061199037,0.0,0.0,0.5414197530864198,17.2938350681,227.7021617294,164.2914331465,5.7646116894
3720,0,False,False,False,False,False,False,True,1,False,21.289568437642583,7.407407407407407e-05,3.395061728395062e-05,0.311466049382716,0.0,0.0,0.0,0.0
3691,19,False,False,False,False,True,False,False,0,False,22.871510696460703,0.0,0.0,0.1234876543209876,13.881748072,138.8174807198,310.0257069409,0.0
3749,5,True,False,False,False,False,False,False,1,False,13.284621721898862,7.71604938271605e-06,6.32716049382716e-05,0.2393672839506173,7.5630252101,13.8655462185,27.731092437,3.781512605
3866,2,False,False,False,False,False,True,False,0,False,15.592286623501687,0.0,0.0,0.0162962962962963,0.0,0.0,0.0,0.0
3858,18,False,False,False,False,True,False,False,0,False,22.561372157806392,0.0,0.0,0.3092283950617284,6.4493013257,228.3052669294,327.624507345,15.4783231817
3801,9,False,False,True,False,False,False,False,0,False,16.147845248574676,1.3888888888888891e-05,1.851851851851852e-05,0.2655401234567901,52.9032258065,238.7096774194,171.6129032258,3.8709677419
3821,5,False,False,False,True,False,False,False,0,False,12.534671955536728,3.08641975308642e-06,0.0002777777777777,0.1094598765432098,41.9936373277,165.4294803818,231.6012725345,7.6352067869
3747,3,True,False,False,False,False,False,False,1,False,14.681576003109702,7.71604938271605e-06,4.320987654320988e-05,0.2185185185185185,0.0,8.2098061574,4.1049030787,0.0
3807,15,False,False,True,False,False,False,False,0,False,15.517867442560954,0.0012206790123456,0.0221404320987654,0.3358333333333333,34.7763864043,158.4257602862,387.6923076923,18.0322003578
3704,8,False,False,False,False,False,True,False,0,False,14.775507410268355,0.0,0.0,0.2442746913580246,15.3736654804,146.0498220641,271.6014234875,21.7793594306
3629,5,False,False,True,False,False,False,False,0,False,7.681701106391797,0.0,0.0,0.0328395061728395,33.9979013641,156.1385099685,175.0262329486,2.518363064
3795,3,False,False,True,False,False,False,False,0,False,12.556464288796873,0.0,4.629629629629629e-05,0.0108179012345679,0.0,37.1134020619,12.3711340206,0.0
3929,17,True,False,False,False,False,False,False,0,False,20.16078953232569,1.54320987654321e-05,2.7777777777777782e-05,0.5754320987654321,12.0446096654,105.7249070632,374.7211895911,37.4721189591
3772,4,False,True,False,False,False,False,False,0,False,10.807318497370485,3.08641975308642e-06,0.0,0.0920061728395061,36.9426751592,123.5668789809,40.7643312102,1.2738853503
3651,3,False,False,False,True,False,False,False,0,False,7.4791005481677555,0.0,0.0,0.0077006172839506,15.652173913,39.1304347826,7.8260869565,0.0
3754,10,True,False,False,False,False,False,False,1,False,16.469895873534938,9.25925925925926e-06,0.000125,0.7582098765432098,11.4512922465,156.0238568588,144.5725646123,22.902584493
3721,1,False,False,False,False,False,False,True,1,False,18.825602981308723,0.0042283950617283,0.0039629629629629,0.1130555555555555,0.0,0.0,0.0,0.0
3895,7,False,False,False,False,False,False,True,1,False,12.201436420057746,0.0,0.0,0.1023611111111111,15.5844155844,74.025974026,166.2337662338,7.7922077922
3790,22,False,True,False,False,False,False,False,0,False,15.660780057553325,3.08641975308642e-06,0.0041203703703703,0.0128858024691358,0.0,0.0,0.0,0.0
3770,2,False,True,False,False,False,False,False,0,False,11.30008592178553,0.0,0.0,0.0508179012345679,0.0,0.0,0.0,0.0
3934,22,True,False,False,False,False,False,False,0,False,14.543566193021732,0.0,2.7777777777777782e-05,0.061466049382716,0.0,0.0,0.0,0.0
3662,14,False,False,False,True,False,False,False,0,False,19.62351052962253,0.0,0.0,0.3350462962962963,24.6364414029,143.1993156544,298.7168520103,6.1591103507
3774,6,False,True,False,False,False,False,False,0,False,11.614421664393854,0.0,0.0,0.1135956790123456,43.5897435897,285.8974358974,505.1282051282,10.2564102564
3740,20,False,False,False,False,False,False,True,1,False,18.269907473365944,0.0011496913580246,0.0364351851851851,0.18875,0.0,0.0,0.0,0.0
