date,heavy,car,bike,pedestrian,timezone,description,month,day,hour,year
10:00 12-06-2022,19.2239231043,153.7913848345,147.3834104664,3.8447846209,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,10,2022
11:00 12-06-2022,2.7777777778,162.5,175.0,1.3888888889,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,11,2022
12:00 12-06-2022,0.0,111.6397621071,162.1070518267,6.1172472387,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,12,2022
13:00 12-06-2022,15.952732644,138.2570162482,163.0723781388,1.7725258493,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,13,2022
14:00 12-06-2022,11.5523465704,116.9675090253,193.5018050542,5.7761732852,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,14,2022
15:00 12-06-2022,7.2492952074,108.7394281112,184.1320982682,11.5988723319,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,15,2022
16:00 12-06-2022,11.596277738,143.0207587688,351.753758053,18.0386542591,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,16,2022
17:00 12-06-2022,5.1100070972,111.1426543648,265.7203690561,33.215046132,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,17,2022
18:00 12-06-2022,7.8574026919,141.433248454,206.9116042197,17.0243724991,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,18,2022
19:00 12-06-2022,3.3457249071,157.249070632,184.0148698885,5.0185873606,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,19,2022
20:00 12-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,20,2022
21:00 12-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,21,2022
22:00 12-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,22,2022
23:00 12-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,12,23,2022
00:00 13-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,0,2022
01:00 13-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,1,2022
02:00 13-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,2,2022
03:00 13-06-2022,4.5169385194,27.1016311167,18.0677540778,4.5169385194,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,3,2022
04:00 13-06-2022,22.5705329154,72.7272727273,38.8714733542,1.2539184953,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,4,2022
05:00 13-06-2022,41.7868448822,183.6088638762,255.7861413999,8.8638761871,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,5,2022
06:00 13-06-2022,49.9822000712,262.7269490922,492.1324314703,19.2239231043,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,6,2022
07:00 13-06-2022,16.7681834468,175.4209960588,285.0591185955,19.3479039771,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,7,2022
08:00 13-06-2022,36.9230769231,213.6263736264,254.5054945055,2.6373626374,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,8,2022
09:00 13-06-2022,28.7060529177,220.5146792316,284.4508880029,6.5241029358,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,9,2022
10:00 13-06-2022,15.9362549801,210.3585657371,329.8804780876,7.96812749,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,10,2022
11:00 13-06-2022,26.8085106383,209.3617021277,259.1489361702,8.9361702128,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,11,2022
12:00 13-06-2022,24.2038216561,185.9872611465,189.8089171975,5.0955414013,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,12,2022
13:00 13-06-2022,17.2938350681,227.7021617294,164.2914331465,5.7646116894,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,13,2022
14:00 13-06-2022,14.9222797927,160.414507772,290.9844559585,35.4404145078,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,14,2022
15:00 13-06-2022,16.0910199106,125.8025193011,215.0345388054,42.4217797643,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,15,2022
16:00 13-06-2022,17.1303074671,163.3967789165,379.5021961933,17.1303074671,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,16,2022
17:00 13-06-2022,12.0446096654,105.7249070632,374.7211895911,37.4721189591,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,17,2022
18:00 13-06-2022,9.1569767442,82.4127906977,218.4593023256,9.1569767442,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,18,2022
19:00 13-06-2022,12.9671319226,147.5011256191,332.2827555155,12.9671319226,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,19,2022
20:00 13-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,20,2022
21:00 13-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,21,2022
22:00 13-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,22,2022
23:00 13-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,13,23,2022
00:00 14-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,0,2022
01:00 14-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,1,2022
02:00 14-06-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,2,2022
03:00 14-06-2022,10.4046242775,26.0115606936,20.8092485549,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,3,2022
04:00 14-06-2022,43.8871473354,81.5047021944,50.1567398119,1.2539184953,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,4,2022
05:00 14-06-2022,34.9757113116,161.1380985427,276.0582928522,3.7473976405,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,5,2022
06:00 14-06-2022,45.9854014599,264.0875912409,571.5328467153,9.197080292,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,6,2022
07:00 14-06-2022,44.5901639344,145.5737704918,394.7540983607,13.1147540984,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,7,2022
08:00 14-06-2022,40.3361344538,159.9039615846,316.9267707083,17.2869147659,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,8,2022
09:00 14-06-2022,13.7983901878,274.5879647374,389.1146032963,16.5580682254,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,9,2022
10:00 14-06-2022,3.816254417,179.3639575972,251.8727915194,10.1766784452,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,10,2022
11:00 14-06-2022,45.3463960812,234.2897130861,264.5206438069,3.7788663401,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,11,2022
12:00 14-06-2022,43.3534043539,173.4136174155,248.4483557202,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,12,2022
13:00 14-06-2022,46.8885672938,234.4428364689,312.5904486252,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,14,13,2022
07:00 15-06-2022,0.0,240.0,360.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,6,15,7,2022
09:00 11-07-2022,11.7168429618,168.4296175753,178.6818551668,8.7876322213,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,11,9,2022
10:00 11-07-2022,11.8637861589,133.1380446723,119.9560600513,2.6363969242,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,11,10,2022
11:00 11-07-2022,1.8489984592,151.6178736518,129.4298921418,3.6979969183,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,11,11,2022
12:00 11-07-2022,7.7386070507,148.581255374,171.7970765262,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,11,12,2022
13:00 11-07-2022,37.5411635565,181.7782656422,144.2371020856,3.951701427,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,11,13,2022
14:00 11-07-2022,56.25,84.375,168.75,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,11,14,2022
16:00 14-07-2022,11.8421052632,150.0,343.4210526316,19.7368421053,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,14,16,2022
17:00 14-07-2022,11.8616144975,118.6161449753,314.3327841845,17.7924217463,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,14,17,2022
06:00 15-07-2022,22.3206377325,146.6784765279,331.6209034544,9.5659875996,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,6,2022
07:00 15-07-2022,29.8068077277,139.0984360626,235.1425942962,11.5915363385,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,7,2022
08:00 15-07-2022,17.7817691962,160.0359227661,203.6820835204,6.4660978895,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,8,2022
09:00 15-07-2022,16.2324649299,178.5571142285,223.6472945892,18.0360721443,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,9,2022
10:00 15-07-2022,2.9654036244,160.1317957166,161.6144975288,7.413509061,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,10,2022
11:00 15-07-2022,11.6410670978,158.6095392078,181.8916734034,1.4551333872,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,11,2022
12:00 15-07-2022,9.6428571429,170.3571428571,229.8214285714,4.8214285714,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,12,2022
13:00 15-07-2022,18.4615384615,138.4615384615,189.2307692308,6.9230769231,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,13,2022
14:00 15-07-2022,6.9330765527,138.6615310544,251.3240250361,24.2657679345,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,14,2022
15:00 15-07-2022,0.0,138.1957773512,271.2092130518,15.547024952,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,15,2022
16:00 15-07-2022,0.0,0.0,240.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,7,15,16,2022
12:00 01-08-2022,20.5831903945,127.615780446,261.4065180103,8.2332761578,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,1,12,2022
13:00 01-08-2022,20.1680672269,124.3697478992,184.8739495798,16.8067226891,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,1,13,2022
14:00 01-08-2022,19.443290403,142.0855837142,210.8849189863,19.443290403,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,1,14,2022
15:00 01-08-2022,4.0449438202,90.3370786517,188.7640449438,8.0898876404,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,1,15,2022
16:00 01-08-2022,21.6790648247,146.6524973433,344.3145589798,10.2019128587,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,1,16,2022
17:00 01-08-2022,6.3069376314,108.47932726,259.8458304135,11.3524877365,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,1,17,2022
18:00 01-08-2022,9.1254752852,83.6501901141,258.5551330798,9.1254752852,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,1,18,2022
13:00 22-08-2022,30.4761904762,160.0,384.7619047619,34.2857142857,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,22,13,2022
14:00 22-08-2022,24.3937232525,138.6590584879,412.1255349501,25.6776034237,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,22,14,2022
15:00 22-08-2022,14.1918528252,151.3797634691,260.1839684626,18.9224704336,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,22,15,2022
09:00 29-08-2022,0.0,143.0683918669,351.0166358595,69.8706099815,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,9,2022
10:00 29-08-2022,16.4725457571,157.237936772,323.4608985025,17.9700499168,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,10,2022
11:00 29-08-2022,0.0,136.443148688,304.3731778426,48.2798833819,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,11,2022
12:00 29-08-2022,4.3902439024,162.4390243902,322.6829268293,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,12,2022
13:00 29-08-2022,19.6567862715,116.5366614665,259.7503900156,78.6271450858,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,13,2022
14:00 29-08-2022,4.0971168437,147.4962063733,308.6494688923,64.1881638847,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,14,2022
15:00 29-08-2022,11.6925297726,194.8754962108,370.2634428004,49.3684590401,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,15,2022
16:00 29-08-2022,10.2019128587,179.8087141339,380.0212539851,75.2391073326,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,16,2022
17:00 29-08-2022,3.7947997189,137.8777231202,322.5579761068,36.6830639494,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,17,2022
18:00 29-08-2022,2.8892455859,121.3483146067,291.8138041734,43.3386837881,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,18,2022
19:00 29-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,19,2022
20:00 29-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,20,2022
21:00 29-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,21,2022
22:00 29-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,22,2022
23:00 29-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,29,23,2022
00:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,0,2022
01:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,1,2022
02:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,2,2022
03:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,3,2022
04:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,4,2022
05:00 30-08-2022,13.7299771167,135.9267734554,174.3707093822,19.2219679634,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,5,2022
06:00 30-08-2022,17.6532399299,139.9649737303,274.8861646235,16.3922942207,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,6,2022
07:00 30-08-2022,8.8483146067,174.4382022472,241.4325842697,12.6404494382,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,7,2022
08:00 30-08-2022,6.4331665475,174.9821300929,293.3523945675,24.4460328806,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,8,2022
09:00 30-08-2022,2.5540971976,191.5572898191,310.3228095069,48.5278467542,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,9,2022
10:00 30-08-2022,1.3249907987,227.8984173721,329.9227088701,13.2499079868,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,10,2022
11:00 30-08-2022,4.2874156411,254.3866613736,300.1190948789,2.8582770941,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,11,2022
12:00 30-08-2022,7.9120879121,166.1538461538,221.5384615385,7.9120879121,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,12,2022
13:00 30-08-2022,13.5084427767,186.4165103189,256.660412758,60.7879924953,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,13,2022
14:00 30-08-2022,4.1682747974,140.3319181783,304.2840602084,68.0818216905,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,14,2022
15:00 30-08-2022,9.1436865022,190.7111756168,411.465892598,39.1872278665,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,15,2022
16:00 30-08-2022,11.4447191805,198.375132462,485.7647474391,49.5937831155,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,16,2022
17:00 30-08-2022,8.8983050847,147.4576271186,350.8474576271,53.3898305085,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,17,2022
18:00 30-08-2022,0.0,174.1935483871,342.5806451613,17.4193548387,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,18,2022
19:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,19,2022
20:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,20,2022
21:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,21,2022
22:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,22,2022
23:00 30-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,30,23,2022
00:00 31-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,0,2022
01:00 31-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,1,2022
02:00 31-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,2,2022
03:00 31-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,3,2022
04:00 31-08-2022,0.0,0.0,0.0,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,4,2022
05:00 31-08-2022,19.5325542571,187.8130217028,175.7929883139,22.5375626043,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,5,2022
06:00 31-08-2022,19.2170818505,183.6298932384,239.1459074733,17.0818505338,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,6,2022
07:00 31-08-2022,28.3216783217,207.6923076923,251.7482517483,50.3496503497,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,7,2022
08:00 31-08-2022,7.7032810271,219.5435092725,308.1312410842,44.9358059914,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,8,2022
09:00 31-08-2022,6.4493013257,237.3342887854,321.1752060193,34.8262271587,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,9,2022
10:00 31-08-2022,1.4106583072,236.9905956113,366.7711598746,8.4639498433,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,10,2022
11:00 31-08-2022,8.5308056872,210.4265402844,227.4881516588,0.0,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,11,2022
12:00 31-08-2022,8.8343558282,229.6932515337,260.6134969325,4.4171779141,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,12,2022
13:00 31-08-2022,19.8237885463,272.2466960352,288.1057268722,68.7224669604,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,13,2022
14:00 31-08-2022,4.955264969,185.8224363386,304.7487955953,54.5079146593,Europe/Brussels,MP 05: Calvariekapel KU Leuven,8,31,14,2022
